startdat,enddate,aex1_1,aex1_2,aex1_3,aex1_4,aex1_5,aex1_6,aex1_7,aex1_8,aex1_9,aex1_9_t,aex1_10,aex1_11,aex2,aex3,complete,qflag,ppage,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppemploy,ppstaten,ppt18ov,ppkid017,ppreg9,sstno,partyid4,ind1,ppcm0006,pprent_n,ppcm0166,urb_sub_,msc,ppracem,core_par,weights
9/18/2021 13:19:45,9/18/2021 13:31:19,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Very concerned,I’m not sure,qualified,1,59,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,3,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,West,Owned or being bought by you or someone in,Working full-time,OR,3,0,Pacific,70,Independent,"Factory, Manufacturing, and Woodworking",You do about half of it,Owned by you or someone in your household with a mortgage or loan,5000+,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.7900054
9/17/2021 20:41:20,9/17/2021 20:55:45,Not selected,Not selected,Dodo birds,Not selected,Not selected,Tasmanian Tigers,Not selected,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,I’m not sure,qualified,1,58,Less than HS,No high school diploma or GED,"White, Non-Hispanic",Female,or more,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Not working,MI,5,2,East-North Central,70,Republican,Not asked,You do about half of it,Owned by you or someone in your household with a mortgage or loan,Not asked,Rural,Outside the center city of an MSA but inside the county containing the center city,White,No,1.249808
9/17/2021 17:00:09,9/17/2021 18:05:09,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Not at all concerned,Yes,qualified,1,76,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$100,000 to $149,999",Divorced,Non-metro area,Northeast,Owned or being bought by you or someone in,Working part-time,NY,2,0,Mid-Atlantic,70,Republican,"Factory, Manufacturing, and Woodworking","Someone else does most of it, you do some of it",Owned by you or someone in your household free and clear (without a mortgage or loan),Only me,Rural,Not in an MSA,White,No,.9481568
9/17/2021 19:07:22,9/17/2021 19:16:47,Not selected,Woolly Mammoths,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,I’m not sure,qualified,1,19,HS,High school graduate (high school diploma or the equivalent GED),Hispanic,Female,1,Building with 2 or more apartments,"$10,000 to $24,999",Never married,Metro area,South,Rented for cash,Not working,FL,1,0,South Atlantic,70,Independent,Not asked,"Someone else does most of it, you do some of it",Rented,Not asked,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,1.6435789
9/18/2021 11:26:57,9/18/2021 11:50:30,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Very concerned,I’m not sure,qualified,1,65,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,"Other (mobile home, boat, RV, van, etc.)","$25,000 to $49,999",Now married,Non-metro area,South,Owned or being bought by you or someone in,Not working,TX,2,0,West-South Central,70,Democrat,Not asked,You do about half of it,Owned by you or someone in your household with a mortgage or loan,Not asked,Rural,Not in an MSA,White,No,.8776598
9/18/2021 7:28:33,9/18/2021 7:40:42,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,I don’t know,No,qualified,1,62,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,4,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,South,Owned or being bought by you or someone in,Not working,FL,4,0,South Atlantic,70,Independent,Not asked,You do most of it,Owned by you or someone in your household with a mortgage or loan,Not asked,Suburban,Inside a suburban county of the MSA,White,No,.8451733
9/17/2021 18:08:08,9/17/2021 18:18:11,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Northern White Rhinoceros,Not selected,Not selected,Not selected,Not selected,Not selected,Very concerned,I’m not sure,qualified,1,20,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,2,Building with 2 or more apartments,"$50,000 to $74,999",Never married,Non-metro area,West,Rented for cash,Working full-time,ID,1,1,Mountain,70,Democrat,"Factory, Manufacturing, and Woodworking",You do most of it,Rented,250-499,Suburban,Not in an MSA,White,Yes,1.0146728
9/17/2021 17:45:47,9/17/2021 17:57:54,Not selected,Woolly Mammoths,Dodo birds,Not selected,Saber-Toothed Tigers,Tasmanian Tigers,Not selected,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,No,qualified,1,28,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$75,000 to $99,999",Never married,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,PA,2,0,Mid-Atlantic,70,Something else,"Health Care (including Elder Care, Home Health Care)",You do about half of it,Owned by you or someone in your household with a mortgage or loan,5000+,Suburban,Inside a suburban county of the MSA,White,No,.7050992
9/18/2021 16:44:30,9/18/2021 16:54:31,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,I’m not sure,qualified,1,63,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,3,One-family house detached from any other house,"$25,000 to $49,999",Widowed,Metro area,Northeast,Owned or being bought by you or someone in,Not working,NJ,3,0,Mid-Atlantic,70,Independent,Not asked,"Someone else does most of it, you do some of it",Owned by you or someone in your household free and clear (without a mortgage or loan),Not asked,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.845952
9/17/2021 17:25:09,9/17/2021 18:11:44,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,I’m not sure,qualified,1,40,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Female,3,One-family house detached from any other house,"$25,000 to $49,999",Now married,Metro area,South,Owned or being bought by you or someone in,Working part-time,LA,2,1,West-South Central,70,Democrat,Community/Non-Profit Organizations (including Religious and Political Organizations),You do about half of it,Owned by you or someone in your household with a mortgage or loan,250-499,Urban,In the center city of an MSA,White,Yes,.8870795
9/17/2021 18:15:07,9/17/2021 18:27:30,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,I’m not sure,qualified,1,55,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,4,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,West,Owned or being bought by you or someone in,Working full-time,CA,3,1,Pacific,70,Independent,"Professional, Scientific, Technical, and Business Services","Someone else does most of it, you do some of it",Owned by you or someone in your household with a mortgage or loan,5000+,Urban,In the center city of an MSA,White,Yes,.6103808
9/19/2021 12:33:22,9/19/2021 12:48:12,Dinosaurs,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,Yes,qualified,1,62,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$50,000 to $74,999",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Not working,MA,2,0,New England,70,Independent,Not asked,"Someone else does most of it, you do some of it",Owned by you or someone in your household free and clear (without a mortgage or loan),Not asked,Suburban,Inside a suburban county of the MSA,White,No,.7265556
9/17/2021 18:44:54,9/17/2021 18:57:31,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Not at all concerned,No,qualified,1,53,Bachelor or higher,Bachelor’s degree,"Other, Non-Hispanic",Male,2,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,OH,2,0,East-North Central,70,Independent,Wholesale Trade,You do about half of it,Owned by you or someone in your household free and clear (without a mortgage or loan),2-9,Urban,In the center city of an MSA,Asian,No,1.2822975
9/17/2021 17:35:44,9/17/2021 17:46:05,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Somewhat concerned,I’m not sure,qualified,1,59,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,1,One-family house detached from any other house,"$50,000 to $74,999",Never married,Metro area,South,Owned or being bought by you or someone in,Working full-time,FL,1,0,South Atlantic,70,Democrat,"Utilities, Waste Management, and Remediation Services",You do all of it,Owned by you or someone in your household free and clear (without a mortgage or loan),500-999,Urban,In the center city of an MSA,White,No,.5683659
9/18/2021 6:22:53,9/18/2021 6:34:44,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Somewhat concerned,No,qualified,1,64,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,South,Owned or being bought by you or someone in,Working part-time,NC,2,0,South Atlantic,70,Democrat,Retail/Stores/Shopping (including Online Retail),You do all of it,Owned by you or someone in your household free and clear (without a mortgage or loan),Only me,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.750087
9/18/2021 16:30:15,9/18/2021 16:43:49,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Northern White Rhinoceros,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Not very concerned,No,qualified,1,50,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Female,4,One-family house detached from any other house,"$150,000 or more",Now married,Non-metro area,South,Owned or being bought by you or someone in,Working full-time,TX,3,1,West-South Central,70,Independent,"Health Care (including Elder Care, Home Health Care)",You do most of it,Owned by you or someone in your household with a mortgage or loan,5000+,Rural,Not in an MSA,White,Yes,.7053232
9/17/2021 18:00:52,9/17/2021 18:16:38,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Very concerned,Yes,qualified,1,31,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,South,Owned or being bought by you or someone in,Not working,NC,2,0,South Atlantic,70,Independent,Not asked,You do about half of it,Owned by you or someone in your household with a mortgage or loan,Not asked,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.9044935
9/18/2021 9:07:45,9/18/2021 9:23:35,Not selected,Woolly Mammoths,Dodo birds,Not selected,Saber-Toothed Tigers,Tasmanian Tigers,Northern White Rhinoceros,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Very concerned,Yes,qualified,1,58,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Not working,NY,2,0,Mid-Atlantic,70,Independent,Not asked,You do most of it,Owned by you or someone in your household free and clear (without a mortgage or loan),Not asked,Suburban,Inside a suburban county of the MSA,White,No,.8555972
9/18/2021 5:49:45,9/18/2021 6:06:22,Not selected,Not selected,Not selected,Not selected,Saber-Toothed Tigers,Tasmanian Tigers,Northern White Rhinoceros,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Very concerned,Yes,qualified,1,67,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,South,Owned or being bought by you or someone in,Working part-time,AL,2,0,East-South Central,70,Democrat,"Administrative and Support Services (such as Call Centers, Security, Landscaping, and Janitorial)",You do about half of it,Owned by you or someone in your household with a mortgage or loan,Only me,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.697192
9/18/2021 8:51:10,9/18/2021 9:00:18,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,I don’t know,No,qualified,1,19,Some college,Some college or Associate degree,"Black or African American, Non-Hispanic",Female,4,One-family house detached from any other house,"$75,000 to $99,999",Never married,Metro area,South,Owned or being bought by you or someone in,Working full-time,LA,3,1,West-South Central,70,Something else,Child Day Care Services,"Someone else does most of it, you do some of it",Owned by you or someone in your household with a mortgage or loan,10-24,Urban,In the center city of an MSA,Black or African American,No,1.308321
9/18/2021 10:57:39,9/18/2021 11:14:46,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,No,qualified,1,54,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,3,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,MA,3,0,New England,70,Democrat,"Delivery Services, Warehousing, and Transportation (including Air, Rail, Water, Truck, and Passenger)",Someone else does all of it,Owned by you or someone in your household with a mortgage or loan,50-99,Suburban,Inside a suburban county of the MSA,White,No,.8799073
9/18/2021 9:43:28,9/18/2021 9:51:38,Not selected,Not selected,Dodo birds,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Very concerned,Yes,qualified,1,59,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,1,One-family house detached from any other house,"$150,000 or more",Divorced,Metro area,Northeast,Owned or being bought by you or someone in,Not working,NJ,1,0,Mid-Atlantic,70,Independent,Not asked,You do all of it,Owned by you or someone in your household with a mortgage or loan,Not asked,Suburban,Inside a suburban county of the MSA,White,No,.6582621
9/18/2021 21:24:28,9/18/2021 21:38:42,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Not very concerned,I’m not sure,qualified,1,68,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,3,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Working part-time,IL,3,0,East-North Central,70,Republican,"Professional, Scientific, Technical, and Business Services","Someone else does most of it, you do some of it",Owned by you or someone in your household with a mortgage or loan,5000+,Urban,In the center city of an MSA,White,No,.7188382
9/17/2021 19:20:54,9/17/2021 19:31:10,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Very concerned,Yes,qualified,1,51,Bachelor or higher,Master’s degree or above,"Other, Non-Hispanic",Male,2,Building with 2 or more apartments,"$150,000 or more",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,NY,2,0,Mid-Atlantic,70,Democrat,Community/Non-Profit Organizations (including Religious and Political Organizations),You do most of it,Owned by you or someone in your household free and clear (without a mortgage or loan),50-99,Urban,In the center city of an MSA,Asian,Missing information in HH Roster,1.2692667
9/17/2021 17:26:44,9/17/2021 17:39:17,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Somewhat concerned,I’m not sure,qualified,1,47,Bachelor or higher,Master’s degree or above,"Other, Non-Hispanic",Male,3,One-family condo or townhouse attached to other units,"$150,000 or more",Now married,Metro area,West,Owned or being bought by you or someone in,Working full-time,CA,2,1,Pacific,70,Independent,"Professional, Scientific, Technical, and Business Services",You do about half of it,Owned by you or someone in your household with a mortgage or loan,5000+,Urban,In the center city of an MSA,Asian,Yes,1.210382
9/17/2021 17:21:12,9/17/2021 17:33:24,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Not very concerned,No,qualified,1,30,HS,High school graduate (high school diploma or the equivalent GED),"Black or African American, Non-Hispanic",Female,3,Building with 2 or more apartments,"$10,000 to $24,999",Never married,Metro area,Midwest,Rented for cash,Working full-time,IN,2,1,East-North Central,70,Democrat,Child Day Care Services,You do all of it,Rented,Only me,Urban,In the center city of an MSA,Black or African American,Yes,1.66426
9/18/2021 6:06:47,9/20/2021 7:13:07,Not selected,Woolly Mammoths,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not at all concerned,No,qualified,1,22,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$75,000 to $99,999",Now married,Non-metro area,Midwest,Owned or being bought by you or someone in,Working part-time,OH,2,0,East-North Central,70,Republican,"Administrative and Support Services (such as Call Centers, Security, Landscaping, and Janitorial)",You do all of it,Rented,Only me,Suburban,Not in an MSA,White,No,.8739994
9/18/2021 10:32:02,9/18/2021 10:39:20,Dinosaurs,Woolly Mammoths,Dodo birds,Mastodon,Saber-Toothed Tigers,Tasmanian Tigers,Northern White Rhinoceros,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Very concerned,Yes,qualified,1,43,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,3,Building with 2 or more apartments,"$100,000 to $149,999",Now married,Metro area,South,Rented for cash,Working full-time,FL,2,1,South Atlantic,70,Democrat,"Information (including Publishing, Media, Telecom, Internet Search, and Social Networking)",You do all of it,Rented,10-24,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,Yes,.8520862
9/17/2021 18:48:28,9/17/2021 19:13:56,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Not very concerned,No,qualified,1,68,Some college,Some college or Associate degree,"Black or African American, Non-Hispanic",Male,2,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,South,Owned or being bought by you or someone in,Working part-time,FL,2,0,South Atlantic,70,Democrat,"Administrative and Support Services (such as Call Centers, Security, Landscaping, and Janitorial)","Someone else does most of it, you do some of it",Owned by you or someone in your household with a mortgage or loan,2500-5000,Suburban,Outside the center city of an MSA but inside the county containing the center city,Black or African American,No,1.2837833
9/18/2021 20:58:33,9/18/2021 21:06:41,Not selected,Woolly Mammoths,Dodo birds,Not selected,Not selected,Not selected,Northern White Rhinoceros,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,I’m not sure,qualified,1,31,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,4,One-family house detached from any other house,"$100,000 to $149,999",Never married,Non-metro area,Midwest,Owned or being bought by you or someone in,Working full-time,OH,2,2,East-North Central,70,Republican,"Farming/Agriculture, Forestry, Fishing and Hunting, and Animal Production",You do all of it,Owned by you or someone in your household with a mortgage or loan,5000+,Rural,Not in an MSA,White,No,1.2780172
9/18/2021 11:02:04,9/18/2021 11:20:31,Not selected,Woolly Mammoths,Dodo birds,Not selected,Saber-Toothed Tigers,Tasmanian Tigers,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,No,qualified,1,51,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Female,or more,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,NJ,4,2,Mid-Atlantic,70,Republican,Real Estate and Property Management,You do most of it,Owned by you or someone in your household with a mortgage or loan,500-999,Suburban,Inside a suburban county of the MSA,White,Yes,.6798415
9/18/2021 17:57:31,9/18/2021 18:45:02,Not selected,Not selected,Dodo birds,Not selected,Not selected,Tasmanian Tigers,Northern White Rhinoceros,Not selected,Not selected,Not selected,Not selected,Not selected,Very concerned,Yes,qualified,1,34,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,3,Building with 2 or more apartments,"$150,000 or more",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,NY,2,1,Mid-Atlantic,70,Independent,"Finance, Banking, and Insurance",You do about half of it,Owned by you or someone in your household with a mortgage or loan,5000+,Urban,In the center city of an MSA,White,Yes,.7717777
9/18/2021 5:42:22,9/18/2021 5:50:13,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Northern White Rhinoceros,Not selected,Not selected,Not selected,Not selected,Not selected,Very concerned,I’m not sure,qualified,1,31,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$75,000 to $99,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,MI,2,0,East-North Central,70,Democrat,"Professional, Scientific, Technical, and Business Services",You do about half of it,Owned by you or someone in your household with a mortgage or loan,5000+,Urban,In the center city of an MSA,White,No,.7850111
9/18/2021 11:47:17,9/19/2021 11:26:30,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Very concerned,Yes,qualified,1,23,Bachelor or higher,Master’s degree or above,Hispanic,Female,or more,One-family house detached from any other house,"$75,000 to $99,999",Never married,Metro area,West,Owned or being bought by you or someone in,Not working,WA,or more,1,Pacific,70,Democrat,Not asked,Someone else does all of it,Owned by you or someone in your household free and clear (without a mortgage or loan),Not asked,Rural,Outside the center city of an MSA but inside the county containing the center city,White,No,1.103914
9/19/2021 13:05:29,9/19/2021 13:15:07,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Not very concerned,I’m not sure,qualified,1,56,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,IN,2,0,East-North Central,70,Republican,"Factory, Manufacturing, and Woodworking",You do about half of it,Owned by you or someone in your household with a mortgage or loan,50-99,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.836944
9/18/2021 9:20:58,9/18/2021 9:34:50,Dinosaurs,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Very concerned,I’m not sure,qualified,1,24,Some college,Some college or Associate degree,Hispanic,Male,3,Building with 2 or more apartments,"$150,000 or more",Never married,Metro area,South,Rented for cash,Not working,FL,3,0,South Atlantic,70,Independent,Not asked,You do about half of it,Rented,Not asked,Suburban,In the center city of an MSA,White,No,2.0490913
9/18/2021 3:40:20,9/18/2021 3:56:39,Not selected,Not selected,Not selected,Not selected,Saber-Toothed Tigers,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not at all concerned,Yes,qualified,1,58,Some college,Some college or Associate degree,"Black or African American, Non-Hispanic",Female,2,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,West,Owned or being bought by you or someone in,Not working,CA,2,0,Pacific,70,Republican,Not asked,"Someone else does most of it, you do some of it",Owned by you or someone in your household free and clear (without a mortgage or loan),Not asked,Rural,Outside the center city of an MSA but inside the county containing the center city,Black or African American,No,1.1937588
9/17/2021 18:05:18,9/17/2021 18:18:48,Not selected,Woolly Mammoths,Dodo birds,Mastodon,Saber-Toothed Tigers,Tasmanian Tigers,Northern White Rhinoceros,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Very concerned,No,qualified,1,76,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,1,One-family house detached from any other house,"$150,000 or more",Separated,Metro area,South,Owned or being bought by you or someone in,Not working,VA,1,0,South Atlantic,70,Democrat,Not asked,You do all of it,Owned by you or someone in your household with a mortgage or loan,Not asked,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.697192
9/19/2021 12:17:21,9/19/2021 12:29:39,Dinosaurs,Woolly Mammoths,Dodo birds,Mastodon,Saber-Toothed Tigers,Tasmanian Tigers,Northern White Rhinoceros,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Not very concerned,Yes,qualified,1,36,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,1,One-family house detached from any other house,"$25,000 to $49,999",Never married,Metro area,South,Owned or being bought by you or someone in,Not working,TX,1,0,West-South Central,70,Independent,Not asked,Someone else does all of it,Owned by you or someone in your household with a mortgage or loan,Not asked,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.9334009
9/18/2021 8:42:51,9/18/2021 8:53:34,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Not at all concerned,I’m not sure,qualified,1,58,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,3,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,NJ,3,0,Mid-Atlantic,70,Republican,"Professional, Scientific, Technical, and Business Services",You do about half of it,Owned by you or someone in your household free and clear (without a mortgage or loan),2-9,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.8799073
9/17/2021 21:00:57,9/17/2021 21:26:24,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Somewhat concerned,No,qualified,1,39,Bachelor or higher,Bachelor’s degree,"Other, Non-Hispanic",Female,4,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,West,Owned or being bought by you or someone in,Not working,CA,2,2,Pacific,70,Democrat,Not asked,You do all of it,Owned by you or someone in your household with a mortgage or loan,Not asked,Suburban,Outside the center city of an MSA but inside the county containing the center city,Asian,Yes,1.7455786
9/19/2021 13:00:34,9/19/2021 13:15:17,Not selected,Not selected,Dodo birds,Not selected,Not selected,Not selected,Northern White Rhinoceros,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Very concerned,I’m not sure,qualified,1,56,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,3,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,TN,3,0,East-South Central,70,Democrat,Construction and Specialty Contractors (such as Plumbing and Electrical),"Someone else does most of it, you do some of it",Owned by you or someone in your household with a mortgage or loan,25-49,Urban,In the center city of an MSA,White,No,.7267585
9/18/2021 23:40:58,9/19/2021 0:00:12,Not selected,Not selected,Dodo birds,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,Yes,qualified,1,48,Bachelor or higher,Bachelor’s degree,Hispanic,Female,4,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,West,Owned or being bought by you or someone in,Not working,CA,2,2,Pacific,70,Independent,Not asked,You do most of it,Owned by you or someone in your household with a mortgage or loan,Not asked,Urban,In the center city of an MSA,White,Yes,1.0643703
9/17/2021 20:08:15,9/17/2021 20:51:09,Dinosaurs,Woolly Mammoths,Not selected,Mastodon,Saber-Toothed Tigers,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Very concerned,Yes,qualified,1,37,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,or more,Building with 2 or more apartments,"$50,000 to $74,999",Divorced,Metro area,Midwest,Rented for cash,Working part-time,IL,2,5,East-North Central,70,Something else,"Factory, Manufacturing, and Woodworking",You do about half of it,Rented,100-249,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,Yes,.7961627
9/18/2021 17:01:31,9/18/2021 17:24:45,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Not very concerned,No,qualified,1,48,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,4,One-family house detached from any other house,"$100,000 to $149,999",Divorced,Metro area,South,Rented for cash,Working full-time,VA,2,2,South Atlantic,70,Republican,Construction and Specialty Contractors (such as Plumbing and Electrical),Someone else does all of it,Rented,25-49,Suburban,Inside a suburban county of the MSA,White,Yes,.7267585
